CODCATEGORIAECONOMICA;CODELEMENTODESPESA;CODGRUPONATUREZADESPESA;CODMODALIDADEAPLICACAO;CODORGAO;CODSUBELEMENTODESPESA;CATEGORIAECONOMICA;GRUPONATUREZADESPESA;MODALIDADEAPLICACAO;ELEMENTODESPESA;SUBELEMENTODESPESA;EXERCICIO;ANOMESEMISSAO;ANOEMISSAO;MESEMISSAO;NOMEORGAO;VALORLIQUIDADO;CODACAO;ACAO;CODPROGRAMA;PROGRAMA;VALORPAGO;VALOREMPENHADO
3;39;9;90;2961;12;"Despesas Correntes";"Locação de Imóveis";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Locação de Imóveis";2019;201907;2019;7;DETRAN;38313,52;2320;"EXCELÊNCIA NO ATENDIMENTO AO CIDADÃO - NOVO DETRAN";1060;"PROGRAMA DETRAN CIDADÃO";100573,52;
3;47;70;90;2961;5;"Despesas Correntes";"Obrigações Tributárias e Encargos Adicionais";"APLICACOES DIRETAS";"OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS";"IPTU, ITU e Taxas de Limpeza Pública";2019;201907;2019;7;DETRAN;3653,07;2320;"EXCELÊNCIA NO ATENDIMENTO AO CIDADÃO - NOVO DETRAN";1060;"PROGRAMA DETRAN CIDADÃO";3653,07;3653,07
3;49;50;90;2961;1;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";AUXÍLIO-TRANSPORTE;"Servidores Civis";2019;201907;2019;7;DETRAN;290,67;2320;"EXCELÊNCIA NO ATENDIMENTO AO CIDADÃO - NOVO DETRAN";1060;"PROGRAMA DETRAN CIDADÃO";904,87;
3;92;90;90;2961;23;"Despesas Correntes";"Despesas de Exercícios Anteriores";"APLICACOES DIRETAS";"DESPESAS DE EXERCÍCIOS ANTERIORES";"Indenizações e Restituições";2019;201907;2019;7;DETRAN;827,89;2320;"EXCELÊNCIA NO ATENDIMENTO AO CIDADÃO - NOVO DETRAN";1060;"PROGRAMA DETRAN CIDADÃO";827,89;827,89
3;92;90;90;2961;67;"Despesas Correntes";"Despesas de Exercícios Anteriores";"APLICACOES DIRETAS";"DESPESAS DE EXERCÍCIOS ANTERIORES";"Outras Obrigações Tributárias e Contributivas";2019;201907;2019;7;DETRAN;1700,55;2320;"EXCELÊNCIA NO ATENDIMENTO AO CIDADÃO - NOVO DETRAN";1060;"PROGRAMA DETRAN CIDADÃO";1700,55;1700,55
4;52;18;90;2961;3;"Despesas de Capital";"Materiais, Serviços e Equipamentos Essencialmente Finalísticos";"APLICACOES DIRETAS";"EQUIPAMENTOS E MATERIAL PERMANENTE";"Aparelhos e Equipamentos de Comunicação";2019;201907;2019;7;DETRAN;;2320;"EXCELÊNCIA NO ATENDIMENTO AO CIDADÃO - NOVO DETRAN";1060;"PROGRAMA DETRAN CIDADÃO";;15492,75
3;11;50;90;2961;10;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Vencimentos e Salários";2019;201907;2019;7;DETRAN;220000;2321;"FORMAÇÃO DE CONDUTORES E EMISSÃO DE CNH";1060;"PROGRAMA DETRAN CIDADÃO";220000;220000
3;14;12;90;2961;1;"Despesas Correntes";"Viagem (Diárias/ Hospedagem) e Ajudas de Custo";"APLICACOES DIRETAS";"DIÁRIAS - CIVIL";"Diárias no Estado";2019;201907;2019;7;DETRAN;180880;2321;"FORMAÇÃO DE CONDUTORES E EMISSÃO DE CNH";1060;"PROGRAMA DETRAN CIDADÃO";180880;180880
3;39;1;91;2961;36;"Despesas Correntes";"Serviço de Apoio Administrativo, Técnico e Operacional";"APLIC. DIRETA DECORRENTE DE OPER. ENTRE ÓRGÃOS, FUNDOS E ENTID. INTEGRANTES DOS ORÇ. FISCAL E DA SEGUR.SOCIAL";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Outros Serviços Técnicos Profissionais";2019;201907;2019;7;DETRAN;963124,1;2321;"FORMAÇÃO DE CONDUTORES E EMISSÃO DE CNH";1060;"PROGRAMA DETRAN CIDADÃO";963124,1;
3;11;50;90;2961;10;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Vencimentos e Salários";2019;201907;2019;7;DETRAN;65000;2322;"GESTÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO DO DETRAN";1060;"PROGRAMA DETRAN CIDADÃO";65000;65000
3;14;12;90;2961;1;"Despesas Correntes";"Viagem (Diárias/ Hospedagem) e Ajudas de Custo";"APLICACOES DIRETAS";"DIÁRIAS - CIVIL";"Diárias no Estado";2019;201907;2019;7;DETRAN;1766,67;2322;"GESTÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO DO DETRAN";1060;"PROGRAMA DETRAN CIDADÃO";1766,67;1766,67
3;39;2;90;2961;20;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Conservação e Inst. de Máquinas, Equip. e/ou Utensílios de Escritórios e Unidades Administrativas";2019;201907;2019;7;DETRAN;3500;2322;"GESTÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO DO DETRAN";1060;"PROGRAMA DETRAN CIDADÃO";3357,2;
3;39;3;90;5901;16;"Despesas Correntes";"Tecnologia da Informação";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Conservação e Instalação de Equipamentos de Tecnologia da Informação";2018;201907;2019;7;DETRAN;33000;2322;"GESTÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO DO DETRAN";1060;"PROGRAMA DETRAN CIDADÃO";33000;
3;39;27;90;2961;34;"Despesas Correntes";"Impressão e Reprodução de Documentos";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviços de Cópias e Reprodução de Documentos";2019;201907;2019;7;DETRAN;121776,3;2322;"GESTÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO DO DETRAN";1060;"PROGRAMA DETRAN CIDADÃO";121776,3;
3;40;0;90;2961;14;"Despesas Correntes";"Não Agrupado";"APLICACOES DIRETAS";"Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica";"Locação de Software";2019;201907;2019;7;DETRAN;38118,5;2322;"GESTÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO DO DETRAN";1060;"PROGRAMA DETRAN CIDADÃO";38118,5;
3;40;0;90;2961;16;"Despesas Correntes";"Não Agrupado";"APLICACOES DIRETAS";"Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica";"Manutenção, Conservação e Instalação de Equipamentos de Tecnologia da Informação";2019;201907;2019;7;DETRAN;5759,35;2322;"GESTÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO DO DETRAN";1060;"PROGRAMA DETRAN CIDADÃO";52273,7;465967,96
3;40;0;90;2961;28;"Despesas Correntes";"Não Agrupado";"APLICACOES DIRETAS";"Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica";"Outros Serviços Técnicos Especializados de Tecnologia da Informação";2019;201907;2019;7;DETRAN;345308,9;2322;"GESTÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO DO DETRAN";1060;"PROGRAMA DETRAN CIDADÃO";375422,04;
3;40;0;90;2961;30;"Despesas Correntes";"Não Agrupado";"APLICACOES DIRETAS";"Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica";"Serviço de Telecomunicação e Transmissão de Dados (Alterado pela Portaria nº 002/11)";2019;201907;2019;7;DETRAN;211772,99;2322;"GESTÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO DO DETRAN";1060;"PROGRAMA DETRAN CIDADÃO";211772,99;
3;40;0;90;2961;84;"Despesas Correntes";"Não Agrupado";"APLICACOES DIRETAS";"Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica";"Manutenção, Suporte e Instalação de Softwares";2019;201907;2019;7;DETRAN;8812,5;2322;"GESTÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO DO DETRAN";1060;"PROGRAMA DETRAN CIDADÃO";;19534,38
4;52;3;90;2961;11;"Despesas de Capital";"Tecnologia da Informação";"APLICACOES DIRETAS";"EQUIPAMENTOS E MATERIAL PERMANENTE";"Equipamentos de Tecnologia da Informação";2019;201907;2019;7;DETRAN;;2322;"GESTÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO DO DETRAN";1060;"PROGRAMA DETRAN CIDADÃO";;1297032,04
3;30;8;90;1761;4;"Despesas Correntes";Combustíveis;"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Combustível Automotivo - Álcool";2019;201907;2019;7;"AG. GOIANA DE REG. CONT. E FISC. S.PUBL";8975,21;2323;"REGULAÇÃO, CONTROLE E FISCALIZAÇÃO DE SERVIÇOS DE TRANSPORTE INTERMUNICIPAL DE PASSAGEIROS";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";8975,21;
3;33;5;90;1761;4;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"PASSAGENS E DESPESAS COM LOCOMOÇÃO";"Locação de Meios de Transporte para Deslocamento de Pessoal em Serviço Técnico-Administrativo";2019;201907;2019;7;"AG. GOIANA DE REG. CONT. E FISC. S.PUBL";20875,71;2323;"REGULAÇÃO, CONTROLE E FISCALIZAÇÃO DE SERVIÇOS DE TRANSPORTE INTERMUNICIPAL DE PASSAGEIROS";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";;
3;39;2;90;1761;18;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparos e Conservação de Bens Imóveis";2019;201907;2019;7;"AG. GOIANA DE REG. CONT. E FISC. S.PUBL";;2323;"REGULAÇÃO, CONTROLE E FISCALIZAÇÃO DE SERVIÇOS DE TRANSPORTE INTERMUNICIPAL DE PASSAGEIROS";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";97738,76;
3;11;50;90;2961;2;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Adicionais Diversos";2019;201907;2019;7;DETRAN;87240;2324;"ESCOLA PÚBLICA DE TRÂNSITO";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";87240;87240
3;11;50;90;2961;10;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Vencimentos e Salários";2019;201907;2019;7;DETRAN;30000;2324;"ESCOLA PÚBLICA DE TRÂNSITO";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";30000;30000
3;14;12;90;2961;1;"Despesas Correntes";"Viagem (Diárias/ Hospedagem) e Ajudas de Custo";"APLICACOES DIRETAS";"DIÁRIAS - CIVIL";"Diárias no Estado";2019;201907;2019;7;DETRAN;21728,34;2324;"ESCOLA PÚBLICA DE TRÂNSITO";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";21728,34;21728,34
3;30;2;90;2961;33;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material para Manutenção, Reparos e Conservação de Bens Imóveis";2019;201907;2019;7;DETRAN;221,04;2324;"ESCOLA PÚBLICA DE TRÂNSITO";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";;
3;30;10;90;2961;13;"Despesas Correntes";"Material de Expediente";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material de Acondicionamento e Embalagem";2019;201907;2019;7;DETRAN;1715,96;2324;"ESCOLA PÚBLICA DE TRÂNSITO";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";;
3;32;18;90;2961;2;"Despesas Correntes";"Materiais, Serviços e Equipamentos Essencialmente Finalísticos";"APLICACOES DIRETAS";"MATERIAL, BEM OU SERVIÇO PARA DISTRIBUIÇÃO GRATUITA";"Material Educacional e Cultural";2019;201907;2019;7;DETRAN;102900;2324;"ESCOLA PÚBLICA DE TRÂNSITO";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";;
3;11;50;90;2961;2;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Adicionais Diversos";2019;201907;2019;7;DETRAN;132660;2325;"FISCALIZAÇÃO E SEGURANÇA NO TRÂNSITO";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";132660;132660
3;11;50;90;2961;10;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Vencimentos e Salários";2019;201907;2019;7;DETRAN;40000;2325;"FISCALIZAÇÃO E SEGURANÇA NO TRÂNSITO";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";40000;40000
3;14;12;90;2961;1;"Despesas Correntes";"Viagem (Diárias/ Hospedagem) e Ajudas de Custo";"APLICACOES DIRETAS";"DIÁRIAS - CIVIL";"Diárias no Estado";2019;201907;2019;7;DETRAN;15293,34;2325;"FISCALIZAÇÃO E SEGURANÇA NO TRÂNSITO";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";15293,34;15293,34
3;15;12;90;2961;1;"Despesas Correntes";"Viagem (Diárias/ Hospedagem) e Ajudas de Custo";"APLICACOES DIRETAS";"DIÁRIAS - MILITAR";"Diárias no Estado";2019;201907;2019;7;DETRAN;21333,33;2325;"FISCALIZAÇÃO E SEGURANÇA NO TRÂNSITO";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";21333,33;21333,33
3;15;12;90;2961;3;"Despesas Correntes";"Viagem (Diárias/ Hospedagem) e Ajudas de Custo";"APLICACOES DIRETAS";"DIÁRIAS - MILITAR";"Diárias no País";2019;201907;2019;7;DETRAN;1706,67;2325;"FISCALIZAÇÃO E SEGURANÇA NO TRÂNSITO";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";1706,67;1706,67
3;17;50;90;2961;9;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"OUTRAS DESPESAS VARIÁVEIS - PESSOAL MILITAR";"Serviço Extraordinário - AC4 - Pessoal Militar (Lei nº 15.949/2006";2019;201907;2019;7;DETRAN;469226,27;2325;"FISCALIZAÇÃO E SEGURANÇA NO TRÂNSITO";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";469226,27;4960000
3;39;2;90;2961;15;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Conservação e Instalação de Outros Tipos de Máquinas, Equipamentos e demais Bens Móveis";2019;201907;2019;7;DETRAN;1643,62;2325;"FISCALIZAÇÃO E SEGURANÇA NO TRÂNSITO";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";1643,62;1643,62
3;11;50;90;2961;10;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Vencimentos e Salários";2019;201907;2019;7;DETRAN;58000;2326;"GOIÁS SINALIZADO";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";58000;58000
3;14;12;90;2961;1;"Despesas Correntes";"Viagem (Diárias/ Hospedagem) e Ajudas de Custo";"APLICACOES DIRETAS";"DIÁRIAS - CIVIL";"Diárias no Estado";2019;201907;2019;7;DETRAN;54166,67;2326;"GOIÁS SINALIZADO";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";54166,67;54166,67
3;39;14;90;2161;62;"Despesas Correntes";"Correios, Remessas e Encomendas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviços de Postagem de Correspondência em Geral / Entrega de Encomenda e Outras Assemelhadas";2019;201907;2019;7;GOINFRA;1317577,14;2328;"FISCALIZAÇÃO ELETRÔNICA, TRATAMENTO E POSTAGEM DE MULTAS";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";1317577,14;
3;92;90;90;2161;23;"Despesas Correntes";"Despesas de Exercícios Anteriores";"APLICACOES DIRETAS";"DESPESAS DE EXERCÍCIOS ANTERIORES";"Indenizações e Restituições";2019;201907;2019;7;GOINFRA;3656,93;2328;"FISCALIZAÇÃO ELETRÔNICA, TRATAMENTO E POSTAGEM DE MULTAS";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";;10604,6
3;93;23;90;2161;2;"Despesas Correntes";"Restituições Diversas";"APLICACOES DIRETAS";"INDENIZAÇÕES E RESTITUIÇÕES";"Restituições Diversas";2019;201907;2019;7;GOINFRA;1957,92;2328;"FISCALIZAÇÃO ELETRÔNICA, TRATAMENTO E POSTAGEM DE MULTAS";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";;2374,41
3;12;50;90;2161;9;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL MILITAR";"IRRF - Pessoal Militar";2019;201907;2019;7;GOINFRA;251757,87;2329;"POLICIAMENTO PREVENTIVO, REPRESSIVO, OPERAÇÕES ESPECIALIZADAS, FISCALIZAÇÃO DE TRÂNSITO E SEGURANÇA VIÁRIA";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";251757,87;251757,87
3;17;50;90;2161;9;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"OUTRAS DESPESAS VARIÁVEIS - PESSOAL MILITAR";"Serviço Extraordinário - AC4 - Pessoal Militar (Lei nº 15.949/2006";2019;201907;2019;7;GOINFRA;4427231,91;2329;"POLICIAMENTO PREVENTIVO, REPRESSIVO, OPERAÇÕES ESPECIALIZADAS, FISCALIZAÇÃO DE TRÂNSITO E SEGURANÇA VIÁRIA";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";4427231,91;
3;30;8;90;2161;4;"Despesas Correntes";Combustíveis;"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Combustível Automotivo - Álcool";2019;201907;2019;7;GOINFRA;58322,32;2329;"POLICIAMENTO PREVENTIVO, REPRESSIVO, OPERAÇÕES ESPECIALIZADAS, FISCALIZAÇÃO DE TRÂNSITO E SEGURANÇA VIÁRIA";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";;
3;30;8;90;2161;6;"Despesas Correntes";Combustíveis;"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Combustível Automotivo - Gasolina";2019;201907;2019;7;GOINFRA;127693,29;2329;"POLICIAMENTO PREVENTIVO, REPRESSIVO, OPERAÇÕES ESPECIALIZADAS, FISCALIZAÇÃO DE TRÂNSITO E SEGURANÇA VIÁRIA";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";;
3;39;4;90;2161;4;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Energia Elétrica";2019;201907;2019;7;GOINFRA;47118,49;2329;"POLICIAMENTO PREVENTIVO, REPRESSIVO, OPERAÇÕES ESPECIALIZADAS, FISCALIZAÇÃO DE TRÂNSITO E SEGURANÇA VIÁRIA";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";100422,6;
3;39;5;90;2161;87;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Locação de Viaturas e outros Veículos para Patrulhamento";2019;201907;2019;7;GOINFRA;569870;2329;"POLICIAMENTO PREVENTIVO, REPRESSIVO, OPERAÇÕES ESPECIALIZADAS, FISCALIZAÇÃO DE TRÂNSITO E SEGURANÇA VIÁRIA";1061;"PROGRAMA TRÂNSITO CONSCIENTE E RESPONSÁVEL";569870;466965
3;30;2;90;3261;33;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material para Manutenção, Reparos e Conservação de Bens Imóveis";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2330;"ANÁLISE DE PRODUTOS DE ORIGEM ANIMAL E REALIZAÇÃO DE EXAMES PARA DIAGNÓSTICOS DE ENFERMIDADES";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";3415;
3;30;2;90;3261;34;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material para Manutenção, Reparos e Conservação de Bens Móveis";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2330;"ANÁLISE DE PRODUTOS DE ORIGEM ANIMAL E REALIZAÇÃO DE EXAMES PARA DIAGNÓSTICOS DE ENFERMIDADES";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";600;
3;30;10;90;3261;13;"Despesas Correntes";"Material de Expediente";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material de Acondicionamento e Embalagem";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2330;"ANÁLISE DE PRODUTOS DE ORIGEM ANIMAL E REALIZAÇÃO DE EXAMES PARA DIAGNÓSTICOS DE ENFERMIDADES";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";2500;
3;30;10;90;3261;54;"Despesas Correntes";"Material de Expediente";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material para Identificação de Pessoas, Veículos, Objetos, entre outros Bens";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2330;"ANÁLISE DE PRODUTOS DE ORIGEM ANIMAL E REALIZAÇÃO DE EXAMES PARA DIAGNÓSTICOS DE ENFERMIDADES";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";360;
3;30;18;90;3261;23;"Despesas Correntes";"Materiais, Serviços e Equipamentos Essencialmente Finalísticos";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Materiais e Medicamentos para Uso Veterinário ou Tratamento e Cuidado de Animais";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";5864,1;2330;"ANÁLISE DE PRODUTOS DE ORIGEM ANIMAL E REALIZAÇÃO DE EXAMES PARA DIAGNÓSTICOS DE ENFERMIDADES";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";5864,1;
3;39;2;90;3261;15;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Conservação e Instalação de Outros Tipos de Máquinas, Equipamentos e demais Bens Móveis";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2330;"ANÁLISE DE PRODUTOS DE ORIGEM ANIMAL E REALIZAÇÃO DE EXAMES PARA DIAGNÓSTICOS DE ENFERMIDADES";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";4000;
3;39;2;90;3261;18;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparos e Conservação de Bens Imóveis";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2330;"ANÁLISE DE PRODUTOS DE ORIGEM ANIMAL E REALIZAÇÃO DE EXAMES PARA DIAGNÓSTICOS DE ENFERMIDADES";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";4000;
3;39;2;90;3261;20;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Conservação e Inst. de Máquinas, Equip. e/ou Utensílios de Escritórios e Unidades Administrativas";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2330;"ANÁLISE DE PRODUTOS DE ORIGEM ANIMAL E REALIZAÇÃO DE EXAMES PARA DIAGNÓSTICOS DE ENFERMIDADES";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";3169,6;
3;39;4;90;3261;4;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Energia Elétrica";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";5841,23;2330;"ANÁLISE DE PRODUTOS DE ORIGEM ANIMAL E REALIZAÇÃO DE EXAMES PARA DIAGNÓSTICOS DE ENFERMIDADES";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";12161,45;
3;39;4;90;3261;31;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Fixa";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2330;"ANÁLISE DE PRODUTOS DE ORIGEM ANIMAL E REALIZAÇÃO DE EXAMES PARA DIAGNÓSTICOS DE ENFERMIDADES";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";;30000
3;39;18;90;3261;75;"Despesas Correntes";"Materiais, Serviços e Equipamentos Essencialmente Finalísticos";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Coleta, Tratamento e Destruição de Resíduos Tóxicos, Químicos e Biológicos de Unidades de Saúde";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";1083,3;2330;"ANÁLISE DE PRODUTOS DE ORIGEM ANIMAL E REALIZAÇÃO DE EXAMES PARA DIAGNÓSTICOS DE ENFERMIDADES";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";1083,3;
3;39;4;90;3261;31;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Fixa";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2331;"CLASSIFICAÇÃO DE PRODUTOS DE ORIGEM VEGETAL E ANÁLISE DE SEMENTES";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";;30000
